"schoolId","name","oldName","principal","region","province","city","congDist","brgy","street","telNo1","telNo2","fax","cellNo1","cellNo2","website"
"1103072","Holy Name School","HOLY NAME SCHOOL FOUNDATION, INC.","Mary Anne Balbin Cervantes  ","110000000","112300000","112317000","2","Babak","Brgy. Pichon Babak District IGACOS","0 0","0 0","0 0","0909 9505887","0919 8058966","Holy Name School Foundation, Inc."
"1103073","Saint Augustine International School",,"Wendell Fuertes Cartagena ","110000000","112400000","112402000","2","6-A","Malvar Street","82 2245440","82 3003907","82 2215193"," "," ","http://amaes.edu.ph"
"1103074","Holy Child College of Davao, Inc. (Jacinto)","The Holy Child Day Care and Learning Center","Ma. Fe Gatchalian Caparas -","110000000","112400000","112402000","2","Barangay29-C Poblacion","E. Jacinto St.","82 2224095","82 2210792","82 2219616"," "," ","http://holychild.edu.ph"
"603075","Notre Dame of Talisay",,"ERLOU PAREDES PENADO ","180000000","184500000","184528000","3","Zone 12-A","Lot 2A Blk. 9, Capt. Sabi St, Carmela Valley Homes, Talisay City","34 4954163","0 0"," ","0922 5338181"," ",
"603076","Colegio San Agustin",,"Ma. Teresa Panganiban Calvez ","180000000","184500000","184501000","0","Brgy. 5","BS Aquino Drive","34 4342471","0 0"," "," "," ","csab.edu.ph"
"603077","Southland College",,"GLADLY MAY SEGUIRO TORTAL MAEd","180000000","184500000","184515000","6","9","Don Emilio Village","34 4713280","34 7467297","34 4713280","0917 8191799","0922 8712638","www.southlandcollege.edu.ph"
"603078","Starglow Center for Academics and Arts",,"   ","60000000","60400000","60407000","0",,,"0 0","0 0"," "," "," ",
"603079","Queen of Heaven Mission School",,"Karen Dahl Tubola Tan ","60000000","63000000","63045000","1","Brgy. 8","Allera Street","0 5119947","0 0","033 5119947","63 0906208"," ","www.queen-of-heaven.com"
"603080","Saint Lawrence Parochial School",,"Carmelita Leal Buni ","60000000","61900000","61910000","1","Pob. Ilaya",,"36 621","0 0"," ","0916 7941605","0930 9611717",
"603081","Riverview Adventist Academy","Riverview Adventist Academy, Inc.","Anselmo Tabujara Buday Che, MSME","60000000","63000000","63022000","0","Lone District of Iloilo City","Rizal Street","33 3372775","0 0","0 0","0 0","0 0","-"
"603082","Agape Dream Christian Academy","N/A","Jose Espartero Juayang Jr.","60000000","67900000","67902000","0","Bugnay","Sitio Tanod","0 0","0 0","N/A ","N/A 0929695","N/A 0907096","N/A"
"1403083","Jaime Cardinal Sin Learning Center",,"Marion Mark Cruz Munda ","130000000","137700000","137608000","0","Sta. Ana","Punta, Sta. Ana, Manila","2 5330762","0 0","2 5330762","0936 911-601","0949 366-483",
"903084","Dipolog Community School","Dipolog Chinese School","Luzvilla Agias Maravillas ","90000000","97200000","97202000","2",,"Upper Turno","65 2122871","0 0"," "," "," ",
"203085","Wonderful Grace Learning Center",,"Erol R Ramos ","20000000","23100000","23123000","2","Luna",,"78 6621929","78 6621918"," ","0917 8258142","0905 7609345",
"403086","Alpha Beth Christian Academy Inc.",,"Raquel O Sarte ","40000000","45800000","45812000","0","Sampaloc","ABCAI Market Site","2 5441179","2 5441183"," ","0921 3120596","0999 3688066",
"1403087","ICAD Foundation Fountain International School",,"Ida Grace S Baylon ","130000000","137400000","137405000","0","Corazon De Jesus","No. 1 Government Center Santolan Road Pinaglabanan","2 7237307","2 7237308"," ","0917 8377307","--- -----","www.fis.edu.ph"
"303088","Mary Josette Academy","Josette Learning School","REMEDIOS SM GRAVADOR ","30000000","31400000","31413000","3","Tigbe",,"0 0","0 0"," ","0915 4990594","0917 5269933",
"303089","John Marko Special Montessori School",,"Rizalino P Mirano ","30000000","34900000","34902000","3",,"Rizal Street","0 0","0 0"," ","0928 5033387"," ",
"303090","San Isidro Labrador Academy",,"Maricel R Arce ","30000000","31400000","31423000","4","Buenavista"," Purok Libis, Brgy. Buenavista","2 9384542","0 0","- -","0933 1779429","- -",
"303091","Jocelyn V. Cacas Montessori School","Jocelyn V. Cacas Memorial School of Montessori Inc.","Elizabeth Bardago Parreño ","30000000","31400000","31411000","4","Loma de Gato","B36 L9, Phase 2, Heritage Homes","44 2581550","44 2581172"," ","0917 3855080","0921 6978134","-"
"1403092","Philippine Women&#39s University High School",,"Besy C Agamata ","130000000","137700000","137608000","0",,"1743 Taft Avenue","2 5268421","0 0"," "," "," ",
"1403093","Saint Francis de Assisi of Shelterville",,"Evangeline P Era ","130000000","137500000","137501000","0","Bayombong","Shelterville Subdivision","2 9623086","0 0"," "," "," ",
"303094","Berlyn Academy",,"CORAZON ESPIRITU QUERI ","30000000","31400000","31420000","4","Narra","Lot 77 Phase A, Francisco Homes","921 7713004","0 0"," ","0927 5753781","0919 4047234",
"303095","Columban College (Barretto Campus)",,"Clarita Caras Consul ","30000000","37100000","37107000","1","Barretto","Rizal Street","47 2229360","47 2223126","47 2227782","0919 3907980","0915 2203332","www.columban.edu.ph"
"303096","John Paul Benedict School of Meycauayan",,"Maria Theresa S AvendaÃƒÂ±o ","30000000","31400000","31412000","4","Manhacan","DoÃƒÂ±a Mercedes Village","44 8930583","0 0"," "," "," ",
"303097","Mary the Queen Academy of Pampanga",,"Raulito O Moscoso ","30000000","35400000","35404000","3","Cabalantian",,"45 9618420","45 9630661"," ","0918 9075129"," ","www.mqap.edu.ph"
"1203098","Pag-asa Wisdom Institute",,"Romeo Panes Balinas ","120000000","126500000","126501000","0","Poblacion","Quezon","0 0","0 0"," ","0905 7606347","0909 5795178",
"303099","Saint Christopher Montessori School","Saint Christopher Learning Center","Christopher Garcia Faller ","30000000","34900000","34928000","3","Mabini","JP Rizal","44 9400539","0 0","0 0","0917 6576329","0915 9129045","n/a"
"1403100","World Citi Colleges","Holy Trinity School","Lydia Loreto Martin ","130000000","137500000","137501000","0","87"," William Shaw Street","2 3638079","2 3636749","02 3678474","0927 5501199","0922 8227155",
"1403101","College of Saint Catherine","St. Theresa's School of Baesa","Hiedee Miranda Tugado ","130000000","137400000","137404000","0","Sangandaan","362 Quirino Highway","2 3304883","2 3303620"," "," "," ",
"1103102","Francisco Adlaon Learning Institute",,"Rudy Gono Adlaon Ed.D, Ch. E.","110000000","112300000","112315000","2","Sto. Nino","Quezon Street","84 6288396","0 0"," ","0919 4485276"," ",
"4444444","Test School (Region 4)","Three Schools","Josefina Dominguez Manalo ","40000000","42100000","42103000","1","Santa Cruz","Rizal Street, Purok 4","0 0","0 0","046 4343045"," "," ","www"
"303103","Sunny Hillside School",,"Ricardo B. Latauan ","30000000","30800000","30807000","0","Ipag",,"47 6120420","0 0"," "," "," ",
"1403104","Learn and Explore Montessori School",,"Lorelei P Gomez ","130000000","137600000","137607000","0","Signal Village","32 General Espino Street","0 0","0 0"," ","0929 4092022","0917 5117633",
"1303105","Divine Mercy Academic Center of Surigao","Divine Mercy Academic Center of Surigao, Inc.","TERESITA  I BARADILLO ","160000000","166700000","166722000","2","San Pablo","Purok 3","0 0","0 0"," "," "," ",
"303106","Holy Child School of Gerona",,"Beatriz A Mekell ","30000000","36900000","36906000","2","Poblacion 1","Kalye Onse","45 9313669","45 4915775"," ","0939 4394321","0927 2089934",
"1403107","MCA Montessori School","n/a","FERDINAND R. RAZON ","130000000","137600000","137607000","0","Fort Bonifacio","Bayani Road, AFPOVAI Phase 4","2 8430779","2 8430687"," 8430688","0 0","0 0","mcamontessorischool1995@gmail.com"
"603109","Our Lady of the Mountains Mission School","Our Lady of the Mountains Mission School, INC.","PORFIRIA DASSUN CAUILAN FAS","180000000","184500000","184524000","0","Codcod","Sitio Cabagtasan","0 0","0 0","N/A ","0939 7270611","0916 3566148","none"
"603108","Christian Academy of Bacolod",,"Elias T Alias ","180000000","184500000","184501000","0","Mandalagan","Lacson Street","34 7090813","34 4410686"," ","0932 5485969"," ",
"303110","Rafaela Academy",,"Agustina Venturina Manio ","30000000","31400000","31403000","2","Makinabang","Rafaela Homes ","44 7687412","44 3080599"," ","0942 1691146"," ",
"503118","Our Lady of La Porteria Academy Inc.","-","MARIA LUISA REGANIT CARLIER ","50000000","51700000","51708000","2","San Antonio","-","54 8813242","0 0","- -","0998 9844287","- -","-"
"1703119","Philippine Central Islands Colleges",,"Victoria Gabay Madayag ","170000000","175100000","175110000","0","San Roque","Bagong Silang","43 4570140","0 0","043 4570140","0922 8328362","0928 7759229","http://www.pcic.biz"
"1703120","FAITH Adventist Academy",,"JANETH VALDEZ BACOMO ","170000000","175300000","175320000","1","Poblacion","San Antonio Diversion Road","0 0","0 0","- -","0916 5706418","0998 9755476","-"
"1403111","University of the East (Caloocan Branch)","-","Marilou Samoro Alonzo -","130000000","137500000","137501000","0","-","Samson Road","2 3674572","2 3665848","2- 3665848","0942 3764624"," ","www.ue.edu.ph"
"1403113","La Consolacion College (Pasig)","La Consolacion School","Michelle Mendoza Siapco MAE","130000000","137400000","137403000","0","San Miguel","Mercedes Avenue","2 6418599","2 6413062","2 6418599","0939 8612366"," ","www.lccp.edu.ph"
"1403114","Saint Mary Montessori Center",,"Lilia  Paguio ","130000000","137500000","137504000","0","Malanday","M.H. del Pilar Street","2 2941761","0 0"," "," "," ",
"1403115","Christ\'s Ambassadors Christian Academy",,"Basilisa Hilario Bartolome -","130000000","137500000","137504000","0","General T. de Leon"," Urrutia Street Corner Ramy Tañada Subd","2 4431991","0 0"," "," "," ",
"1403112","Quezon City Academy","Bago Bantay Academy","Vivien R. Riano ","130000000","137400000","137404000","0","Ramon Magsaysay","E. Delos Santos Avenue","2 9276326","2 9254695","2 9254690"," 0947432"," ","www.qca.edu.ph"
"1403116","Holy Infant Academy Lakeview",,"Sally  P Olivar ","130000000","137600000","137603000","0","Putatan","Sampaguita Street, Lakeview Homes Subdivision","2 4915437","0 0"," ","0918 3793878","0921 9907250",
"403117","Saint Mark\'s School of Calauag","St. Mark  School of Calauag, Inc.","Rommell Leyda Oarde -","40000000","45600000","45607000","4","Pinagtalleran","De Claro Street","42 3018594","42 3017227","042 3017722","0920 4745102","0907 2517036","saintmarkschool.webs.com"
"1403121","Ville Saint John Academy",,"Maria Nelly Villarey Tutanes CSSJB","130000000","137600000","137604000","0","Marcelo Green","Maharlika Ave., Phase 5","2 8217541","2 8217147","02 8217147","0908 1684569","0915 6016001","vsjacademy.edu.ph"
"1603123","Bai Malgen Mama College",,"Bai Myrna B Mama Al-h","150000000","153800000","153807000","0","Capiton",,"0 0","0 0"," ","0939 2631295"," ",
"903122","Caldwell Adventist School","Zamboanga City Adventist Elementary School","LOLITA BOBO RAMIRO -","90000000","97300000","97332000","0","Cawa-Cawa","R.T. Lim Boulevard","62 9552956","62 9266207"," ","0905 6311789","0975 6716572","-"
"1603124","SMD Foundation Academy","-","Zain Carim Dimalutang -","150000000","153600000","153617000","1","Norhaya","Menor Street Extension","0 0","0 0","- -","0927 3483281","0927 2929046","-"
"403125","Eastern Star Academy Inc.",,"Pia Marie Canda Roxas M.A. Ed.","40000000","45800000","45811000","0","Sta. Ana","General Luna Street","0 6540662","0 4750972","63 6540662","0917 5336487","0917 6205503","http://www.facebook.com/eastern.staracademy"
"303126","Montessori de Sagrada Familia",,"Vilma C Dela Cruz ","30000000","31400000","31403000","2","Tangos","BS Aquino Avenue","44 7661714","44 7661313"," ","0922 8561221"," ","www.mdsf.edu.ph"
"303127","Mary Chiles College of Arts and Sciences","Mary Chiles Academy of Pulilan","Princess Gerbie Cruz Durante M.A., Ed.","30000000","31400000","31418000","1","Lumbac","Sandico Street","44 7693494","0 0"," ","0998 9872313"," ",
"303128","BESTCAP Career College","BESTCAP School","RAYMART TIANGSING CASTRO -","30000000","36900000","36903000","1","Malacampa","-","45 9343293","0 0","45 9343293","0975 3330892","0917 7917954",
"1403129","Mother of Divine Grace Academy",,"Mary Ann Mallari Pumarin ","130000000","137500000","137501000","0","179","Block 63 Lot 10 Anubing Street, Amparo Subdivision","2 9617876","2 7034010","02 9617876","0949 6770090","0915 5063863","-"
"303130","Bulacan Central Christian School",,"Sabina Osorio Farin ","30000000","31400000","31405000","1","Bagumbayan",,"44 7920058","0 0"," ","0908 5666104","0975 1530123",
"1403131","School of Saint Anthony","Saint Anthony Learning Center","Ma. Tricia Coralejo Montinola ","130000000","137400000","137404000","0","Greater Lagro","B89 Lot 43-C Ascencion Road","2 4178565","2 4418676","2 9364806"," "," ","schoolofsaintanthony.edu.ph"
"1403132","Regina Coeli Educational Centre Foundation","n/a","Normelita Fernandez Lachica -","130000000","137500000","137501000","0","167  Llano","Bucharest corner Mater Dei Streets, Vista Verde North Executive Village","0 3644301","0 3929397"," ","0918 4109383","0920 5792312",
"403133","Chanceteam Christian Academy",,"Jesusa Jessica Rojas  Dejerio ","40000000","42100000","42120000","2","Punta 1","Block 50 Lot 1-38, Phase 8, Carissa Homes Subd.","46 5301901","0 0"," ","0918 3253567","0922 8206410",
"1103134","Mount Carmel Development Academy","Mount Carmel Development Academy","Eleanor S. Laquihon ","110000000","112400000","112401000","1","Kinuskusan","Mt. Carmel","0 0","0 0"," ","0928 7388155","0926 3262925",
"203135","Children of Lourdes Academy",,"HARRIES PASCUA MUNOZ ","20000000","23100000","23108000","3","District 1","Maharlika Highway","78 6521808","0 0"," ","0917 8816189"," ",
"403136","Hillcrest School",,"Marlu Bersamin Cundangan ","40000000","45800000","45802000","1","Bagong Nayon","Lot 9 and 8, Road 29, Phase I, COGEO Village","2 3680296","2 3683620","2 3680296","0929 8493380","0917 5943403",
"303137","Colegio de Santo Ni&#241;o de Bustos",,"Jocelyn Manuel Santiago ","30000000","31400000","31406000","2","Poblacion","Gen. Alejo Santos Highway","44 6680002","44 6735918"," ","0925 7716138"," ","www.csnb.org"
"303139","Obando Montessori",,"Marietta Cruz San Jose ","30000000","31400000","31414000","4","Lawa",,"2 3661921","0 0"," ","0919 3512560","0905 8898345",
"403140","Lyceum of Cavite-East","Raisingkids Child Development Center","Cherie  M. Boac /","40000000","42100000","42122000","2","Inocencio","Reginaville 2000","46 2350223","46 2352558","46 ","0917 5402301","0917 8757912","www.lyceumofcaviteeast.com"
"1403495","Fr. Simpliciano Academy, Inc.","St. Francis Academy","Sr. Rowena Flores Dondoyano SFSC","130000000","137600000","137604000","0","Malacanang Dulo","Fr. Simpliciano Street","2 8234109","2 8212691","02 8212659","0932 5882596"," ","0"
"403141","De La Salle Lipa (Night)",,"Mayolisa Rodelas Mantuano ","40000000","41000000","41014000","4","Mataas na Lupa","1962 J.P. Laurel National Highway","43 7565555","43 9810718","43 9810718","0918 9577048","0916 7313841","www.dlsl.edu.ph"
"403142","Marymel Academy",,"Arlin Y PaÃƒÂ±ales ","40000000","42100000","42106000","0","Paliparan 3","Block 77  Lot 6  Phase 2","0 0","0 0"," ","0999 7927363","0910 373413",
"1603143","Southern Philippine Academy (SPA) College",,"Sumail A. Kasan ","150000000","153800000","153806000","0","Magaslong","National Highway","0 0","0 0","0 0","0926 1611109","0905 1517601","0"
"1603144","Integrated School for the Sciences of Peace Jaltek Foundation","Integrated School for the Sciences of Peace","NAFIDAH JALMANI RACMAN ","150000000","153600000","153617000","1","Basak Malutlut","Upper East","0 0","0 0"," ","0912 6841269","0921 4268615",
"1603145","Saphiyyah Integrated School Foundation",,"DAYANOR M. AMPOG ","150000000","153600000","153617000","1","Basak Malutlut","Racman Village","0 0","0 0"," ","0921 2509410","0906 6264807",
"103146","Saint Anthony Montessori Educational Network","Saint Anthony Montessori","Evelyn Corpuz Cudanes ","10000000","13300000","13307000","2","Central East","Corner Nera and Libertad Sts.","72 6820819","0 0"," "," "," ",
"103147","Saint Anthony Montessori Educational Network",,"Evelyn Corpuz Cudanes ","10000000","13300000","13303000","1","Poblacion","Guerrero St.","72 6077415","0 0"," ","0920 2859678"," ",
"103148","La Finn&#39;s Scholastica","La Union Colleges of Nursing Arts and Science,INC","Irene P. Espiritu ","10000000","13300000","13314000","1","Biday","#181 Purok 3","72 8880858","72 8885199"," ","0909 2882937","0939 1695674","www.sflu.com/lucnas"
"103149","Divine Grace Montessori and High School of Pangasinan",,"Belinda Salazar Verzosa ","10000000","15500000","15543000","6","Barangay A","Bonifacio St.","75 6332095","0 0"," ","0905 8945015"," ",
"103150","Saint Patrick Catholic School","St. Patrick Child Care Center","Erlinda Mendella Laguit ","10000000","15500000","15543000","6","Poblacion A","Cor. Bonifacio St. and Rizal St.","75 6320200","0 0"," "," "," ",
"103151","Mary Help of Christians Seminary",,"Gracia Olayres Abejo SFIC","10000000","15500000","15513000","2","Poblacion","McKinley Street","75 5433126","0 0","Area Code Telephone Number","0942 6694843","0 0","rcald.org"
"403152","Holy Deliverance Integrated Christian School of Angono, Rizal, Inc.",,"Ma. Theresa Dita Gracia  Avendaño Pitalbo ","40000000","45800000","45801000","1","San Isidro","4 Macopa Street, Aurora Subdivision","2 2954052","2 6691577","2 2954052","0997 9960014","0926 6212714",
"403153","Prince Aris Christian School","N/A","Remedios Balanon Vicuna ","40000000","42100000","42106000","2","Sabang","Block 3 Lot 3 Goldenville 2","46 6861202","0 0"," ","0915 9041671","0949 6528323","www.princearischristianschoolinc."
"403154","John Paul Integrated Montessori School of Jalajala Inc.","John Paul Integrated Montessori School","Conchita Del Rosario Gellido ","40000000","45800000","45807000","2","Brgy. 3rd District Dalig"," G. Borja Street","2 4014052","0 0"," ","0917 8387551","0908 8944482",
"1403155","STI College Quezon Avenue High School Department",,"Rustico P. Culaniban Jr.","130000000","137400000","137404000","0","Sto. Domingo","133 Quezon Avenue","2 3931742","2 4131180"," ","0912 9842569"," ","www.sti.edu"
"303156","Colegio de Roma","-","Rodel Castro Manicad -","30000000","31400000","31402000","2","San Juan","Mac Arthur Highway","44 6933276","0 0"," ","0925 8558515"," ",
"1603157","Miftahus Salam Integrated Academy",,"Anna-Carima E. Benito ","150000000","153600000","153617000","1","Salam","Hadja Fatimah Street","0 0","0 0"," ","0939 9102742","0915 3557776","www.msia.com.co"
"703158","Dover Academic Center for Excellence","Araneta Learning Center","Josephine S. Orbiso ","70000000","72200000","72221000","4","Poblacion","Osmeña  Street","32 2605313","0 0"," "," 0918796"," 0905842",
"403159","Mother Succor Institute of Learning",,"Eriberta L Gilbuena ","40000000","43400000","43425000","1","Landayan","B65 L34-39 Topaz Street, South Fairway Homes, Landayan, San Pedro, Laguna","0 5203579","2 5662527"," "," "," ",
"403160","Saint Andrew's Cleverland School",,"Maria Lucila S Cura ","40000000","45800000","45802000","1","San Isidro","518 M.H. Del Pilar Street","2 6970713","2 5711927"," 6970713","0918 6778076","0916 7052607",
"403161","Bi&#241;an Faith Christian School",,"Evangel E Lamitar ","40000000","43400000","43403000","0","Santo Tomas","Villa Catalina 2","0 8391676","0 0"," ","0906 5599163"," ",
"403162","Santo Ni&#241;o de Praga Academy",,"Wilma Ulep Galicia ","40000000","42100000","42122000","2","Brgy Cabezas","La Paz Homes 2, Karlaville Parkhomes","443 3367","0 0"," ","0917 8003740","0998 8519675",
"403163","Southbay Montessori School",,"Rhea Marie  Limjuco Caasi ","40000000","43400000","43426000","4","Pagsawitan","Sitio Huwaran","49 8103953","0 0"," ","0917 6818034","- -",
"303164","Saint Margaret School",,"Mark Val Orpilla Ogatia ","30000000","31400000","31420000","4","Muzon","Provincial Road, Mountain View Subdivision","44 8156140","0 0"," ","0918 9904840"," ",
"1403138","Marikina Catholic School",,"Gerard Joaquin V. Masangya ","130000000","137400000","137402000","0","Sta.  Elena","JP Rizal Street","2 6458738","2 6458703"," 5845081","0917 8897213","0917 8897212","www.mcs.edu.ph"
"403165","Alexandria Computer School and Technology Foundation"," Alexandria Computer School & Technology Foundation","ZENAIDA ABRENICA VIOLANTE -","40000000","45600000","45646000","4","Sta. Cecilia","Javea Park Subd.","42 8722","0 0","- -","0918 6806409","0946 1116107","alexandriafaculty@yahoo.com"
"1403166","Lourdes School",,"Arlyne Hope Bucago Blanco ","130000000","137400000","137404000","0","Santa Mesa Heights","Kanlaon Corner D. Manuel Streets","2 7315159","2 7315127"," "," "," ","www.lsi.edu.ph"
"403167","Saint Paul College Balayan","St. Paul School Balayan","Maria Yolanda Caridad J. Orpilla SPC","40000000","41000000","41003000","1","Caloocan",,"43 2115522","0 0","43 2115522","0926 5395591","0915 4898601",
"1403168","De La Salle Santiago Zobel - Br. Rafael Donato Night High School","De La Salle Santiago Zobel - Adult Night High School","Evelyn Macadangdang Agcaoili ","130000000","137600000","137603000","0","Ayala Alabang","University Avenue","2 7713579","0 0","02 8091840","0917 5638891"," ","www.dlszobel.edu.ph"
"103170","Math Excellence Academy of Binalonan",,"MARIA RENDORIO AQUINO ","10000000","15500000","15512000","5","Canarvacanan",,"75 5625508","75 5623555"," ","0926 7576465","0927 5781701",
"103171","Blessed Angels Achievers Academy, Inc.",,"Primo Angelo Loveranes Galamgam ","10000000","15500000","15535000","6","Guiset Sur","Quirino St.","75 5653216","75 5652514"," ","0918 9854895"," ",
"103172","Clarice Angels School",,"Edna Nones Peralta ","10000000","15500000","15526000","4","Salay",,"75 5222220","0 0","75 5222220","0917 9992234","0916 6419823",
"403173","Saint Mary Magdalene Colleges of Laguna, Inc.","St. Mary Magdalene Academy","Ma. Divine Jamero Carin, MSOLF","40000000","43400000","43405000","2","Uwisan",,"49 5761003","0 0"," ","0949 4595334","0917 6763123",
"1203174","Sahmyook International Academy","none","HELEN G. LACSON ","120000000","124700000","124718000","2","Gambudes","Purok 3","0 0","0 0","none none"," 0909351"," 0935114",
"1203175","Saint Jude College of Science and Technology",,"Tito Magbanua Demafiles ","120000000","124700000","124709000","1","Pob. 6","Quezon Avenue","64 5214304","0 0"," ","0919 5678397","0948 5117836",
"703169","Saint Teresa's School","Saint Teresa School of Talisay Inc.","Elizabeth Gador Tano DST","70000000","72200000","72250000","1","Poblacion",,"32 4913251","0 0"," ","0908 3220425","0943 5521144",
"1403176","Olive Grove School","Smart Kids Learning Center","Emelie F Fiedacan ","130000000","137400000","137404000","0","Novaliches","Bagbag","2 9365623","0 0"," "," "," ",
"1403177","PROBEX School",,"Jeff Marvick Ramos de Gulan ","130000000","137500000","137502000","0","Santulan","M.H. del Pilar Street","2 2934730","0 0","02 2934730","0915 1277661","0921 2087905",
"203178","Saint James Academy of Iguig","-","JESSA C. BAGUIO ","20000000","21500000","21515000","0","Nattanzan",,"0 0","0 0"," ","917 5991832","926 2541300",
"1403179","Blessed Sacrament Parochial School","Blessed Sacrament Parochial School","Meddy Laxina Sanchez ","130000000","137400000","137404000","0","Novaliches","J.P. Ramoy Street","2 4536223","2 9846099"," 4536223"," "," ","bscs.edu.ph"
"1403203","Ridgewood School of Caloocan","Tiny Troll Montesori  School","Maria Cecilia Carnaje Sualog -","130000000","137500000","137501000","0","Bagumbong","Acacia St., Rainbow Vill. 5, Phase 2","2 7106728","2 5425735","02 9300102","0917 6094911","0917 6349045",
"1303503","Monato Institute of Technology Night High School","Prosperidad Institute","Rebecca Alcoseba Laurel ","160000000","160300000","160306000","0","Poblacion","Poblacion","85 241","0 0"," "," "," ",
"402818","Green Ridge School",,"   ","40000000","42100000","42120000","2","Bagtas","Block 11, Lot 49-65, Phase 4, Carissa Homes","46 6862280","0 0"," "," "," ",
"803180","Limpiado Memorial Foundation","Limpiado Memorial Foundation, Inc.","Ellora Tambis Sabonsolin ","80000000","87800000","87808000","0","Smo. Rosario","Caneja Street","53 5009505","53 5009515","053 5009432","0929 6333870","0927 2228486","www.lightbringer.edu.ph"
"803181","Asian Development Foundation College","None","Elisa I. Chua ","80000000","83700000","83747000","1","Sagkahan","Calanipawan Street","53 3212269","53 3213215","053 3257684","0926 6784121"," ",
"803182","MSH Sisters Academy of Basey",,"Josephine N Pajutining MSH","80000000","86000000","86002000","2","Can-manilla"," Sitio Bangon","0 0","0 0"," "," "," ",
"803183","MSH Sisters Academy of Calubian","-","Gemma Abunda Silvero MSH","80000000","83700000","83713000","3","Ferdinand","San Roque","53 5480034","0 0"," "," "," ",
"803184","Promised Land Educational Academy",,"Besil Jane M ElbiÃƒÂ±a ","80000000","83700000","83740000","4","San Isidro","Nurture Park National Highway, Toril","53 5558606","0 0"," ","0922 2303297","0905 2019222",
"503185","Colegio de Santa Monica of Polangui",,"Carlito Lunas Sanorjo n/a","50000000","50500000","50514000","3","Centro Occidental","Polangui,albay","52 4862245","0 0"," ","0907 9591464"," ",
"203186","Our Lady of the Pillar College (San Manuel Campus)","-","Marissa Fernandez Prudencio ","20000000","23100000","23130000","0","District 3","-","0 0","0 0","- -","917 8138679"," ","www.olpcc.edu.ph"
"203187","Our Lady of Lourdes School","-","RAYSON JAY JAVIER TABANGIN ","20000000","25700000","25701000","0","Palacian","Disiluad","0 0","0 0"," ","0917 5184026","0975 2396890",
"203188","Casa del Ni&#241;o Montessori School","-","Nelson Maguigad Caranguian ","20000000","23100000","23126000","0","San Rafael",,"78 6420233","0 0"," ","0916 6603456"," ",
"203189","Miracle Light Christian Academy","-Miracle Life Christian Academy","Evelyn D Salvador ","20000000","23100000","23114000","0","Casilagan",,"0 0","0 0"," ","0928 6733434"," ",
"203190","Montessori de Cagayan","-","CRISPINA B ANOG ","20000000","21500000","21529000","0","Dominador East",,"43 7720969","43 7400536","43 7720969","927 3088613"," ",
"1603191","Dato Blo Umpar Adiong (Buad) Agriculture School Foundation","Datu Blo Umpar Adiong Agricultural (BUAD AGRI) School, Inc.","Mohaimen Indardaya Abdulrahman Jr.","150000000","153600000","153617000","0","Cadayonan II",,"0 0","0 0"," ","0917 4160490","0999 9945841",
"403192","Tres Ni&#241;os School","-","Filipinas E Agustin ","40000000","45800000","45804000","0","Dominador East",,"43 7720969","43 7400536","43 7720969","927 3088613"," ",
"1103193","Amigo School of Calinan","AMIGO KINDERGARTEN SCHOOL","LILY DE LOS SANTOS TONGCALING -","110000000","112400000","112402000","0","CALINAN","DR. ALEJANDRO DE LARA STREET","82 2950516","0 0","- -","0946 0041072","0907 4814769","-"
"1103194","Arriesgado College Foundation (Sunday High School)","-","ESTELA B. NAVARRO MAEM","110000000","112300000","112319000","0","Poblacion","Bonifacio ","84 655","0 0","084 655-6641","0917 7183288"," ",
"1103195","Assumption Academy of Monkayo (Sunday High School)","Assumption Academy of Monkayo","FLORA GEVIRA SAPLAGIO op","110000000","118200000","118207000","0","Poblacion",,"0 0","0 0"," ","0908 5921855"," ",
"1103196","Davao del Norte Agricultural College","-","Carlito G Edullantes ","110000000","112300000","112314000","0","Dominador East",,"43 7720969","43 7400536","43 7720969","927 3088613"," ",
"1103197","Holy Cross of Sasa (Sunday High School)","-","Ma. Florenda Calipusan Mesiona TDM","110000000","112400000","112402000","0","Sasa","Doña Pilar Road","234 3385","235 409"," ","0918 7029108","0920 7096695",
"1103198","Liceo de Davao (Sunday High School)","-","Janet Delos Reyes Riogelon, Ed.D ","110000000","112300000","112319000","0","Magugpo East","Briz District","84 2166102","84 2164356","084 2166102","0920 2876906"," ",
"1103199","Max Mirafuentes Academy (Sunday High School)","-","Sarah M Sibala MAEM","110000000","112300000","112319000","0","Magugpo North",,"84 655","84 216"," "," "," ",
"1103200","Southpoint School","-","Judith C Bacarro ","110000000","112400000","112402000","0","Ma-a, District 1","F. Torres Ext., Datu Loho","82 2440587","82 2440354","082 2440351","0922 8689131","0925 6439875","www.southpointschool.edu.ph"
"1103201","Saint Lorenzo Academy of Tagum","-","Librado Flores Magbalot ","110000000","112300000","112319000","0","Apokon","Apokon Road","84 2169199","0 0"," ","6391 6741342","6392 3355330","http://www.slra-tagum.org/"
"1103202","Saint Patrick Math-Sci School","-","JEANAH MAE D. GILLESANIA ","110000000","112400000","112402000","0","ANGLIONGTO","CALLE STA. ANA LA VERNA HILLS SUBD.,","82 2348237","0 0","082 305 3431"," "," ",
"303204","Colegio de San Rafael","-","Lailani Vizmonte Vicho ","30000000","31400000","31422000","0","Dominador East",,"43 7720969","43 7400536","43 7720969","927 3088613"," ",
